,expected_ul,expected_ur,real_ul,real_ur
1091,7.785327827879713,8.116303817822034,6.876479625701904,7.0496745109558105
2053,4.3309487647904605,4.756045138831644,4.754404544830322,5.334702014923096
3226,0.11, 3.43, 1.80, 1.40
1087,5.631648176213973,4.875059370162072,5.859625816345215,5.329536437988281
424,5.052752467634598,4.752743778538872,5.465701103210449,5.156011581420898
1418,5.93930993093895,4.407693405802191,6.1328125,4.908987045288086
2690,8.406823265207112,4.4682565174681965,7.137068271636963,4.92970085144043
3501,1.65, 3.70, 2.02, 2.85
1492,6.129977409305906,4.648023946279462,6.149865627288818,5.148730754852295
1855,8.476963439845335,8.282592021943138,3.2925145626068115,7.129685878753662
1695,8.404046816511814,6.490159795692465,7.118539810180664,6.435950756072998
697,6.233779917764517,5.2560473492327695,6.266945838928223,5.7851362228393555
3009,2.61, 1.00, 1.30, 1.58
535,6.344696082912446,8.02297902802552,6.214354991912842,7.059610366821289
2485,4.586434034488656,7.453924698855022,5.040006637573242,6.859828472137451
2822,7.938714016629502,5.793933407261769,6.974480628967285,6.024321556091309
2256,7.995410974711108,6.475854982827733,6.918890476226807,6.424116611480713
1883,7.1634549780416545,7.3524891205185545,6.6390228271484375,6.748108386993408
970,4.389278776100009,7.4116864105369515,4.8811163902282715,6.805176258087158
75,7.476384037502522,6.2449607009600046,6.776371002197266,6.112934589385986
2052,4.3309487647904605,4.756045138831644,4.768133640289307,5.342913627624512
249,7.11902076175705,6.37005100445339,6.578845024108887,6.3087873458862305
2877,7.324366362461593,7.163780542202345,6.7170186042785645,6.666531085968018
1448,7.059191373976039,7.526824319588494,6.6079301834106445,6.836727142333984
2027,5.889483111090121,5.650046550864201,5.9608025550842285,5.944554328918457
3630,2.55, 6.25, 2.75, 2.99
1969,5.490168434605798,4.508510133701339,5.732128620147705,5.00515604019165
2817,5.1330067814896445,5.661680387297199,5.5669050216674805,5.938390731811523
883,7.134850940825273,7.873483835118763,6.631070137023926,6.937962055206299
1814,5.077524219203911,4.309465147195566,5.559586524963379,4.787399768829346
810,5.596621733443965,5.912449689044013,5.796871185302734,5.849721431732178
2933,7.729288047979072,6.013855469911796,6.9023003578186035,6.08566951751709
2077,7.165902132724979,5.720546388770775,6.683152198791504,5.92496919631958
2755,8.03367932515151,5.274549398182614,7.002203941345215,5.7085371017456055
1615,4.676193102160494,8.06790047965538,5.123800277709961,7.099435806274414
957,6.132321126622973,5.143156381391002,6.1580424308776855,5.503567218780518
1885,7.1634549780416545,7.3524891205185545,6.6408233642578125,6.735054016113281
2952,6.570162621575066,7.310409635398972,6.4087114334106445,6.823511600494385
2805,7.007641680825226,4.57807210131511,6.61952543258667,5.047596454620361
2826,7.938714016629502,5.793933407261769,6.967689037322998,6.018618106842041
3410,0.94, 1.90, 2.61, 2.15
618,7.827798733960907,4.334762232554842,6.915610313415527,4.790221691131592
3062,1.16, 0.59, 2.10, 2.45
1722,4.556709223164192,5.8273239498147715,4.992753505706787,6.154706001281738
2085,5.677710652531159,6.674367036827218,5.863436222076416,6.505712985992432
72,7.476384037502522,6.2449607009600046,6.753154754638672,6.103332042694092
855,7.003703475780935,8.015098706378367,6.557446002960205,7.004978656768799
868,6.731685217879291,7.735655773954712,6.437802791595459,6.901095390319824
2553,8.342891402100578,4.524851702822341,7.072269916534424,4.9596710205078125
3241,0.41, 0.34, 1.63, 2.54
1068,4.607208629178763,7.621184276772095,5.09791898727417,6.903663635253906
1758,8.103192145283476,4.40494970741685,7.045212268829346,4.878941535949707
261,6.57374870099453,7.158417351303142,6.42715311050415,6.873110294342041
548,5.753623561773392,5.324416426853552,5.980597496032715,5.605425834655762
156,6.350536311425429,7.720861719869331,6.262841701507568,6.881374359130859
1878,5.702165203769442,5.050262756283153,5.916422367095947,5.510467529296875
3091,1.19, 1.25, 2.41, 2.66
2368,7.20950308645547,7.0033591163713735,6.6196770668029785,6.677623271942139
1554,7.665630872612848,7.966509779512723,6.842286109924316,7.017967224121094
3563,3.81, 0.58, 3.06, 1.07
3388,4.85, 0.57, 2.89, 1.76
675,6.4832862851861925,5.445967497248663,6.301886558532715,5.745579719543457
726,7.135618444588085,4.353378840391947,6.63253116607666,4.80105447769165
3284,2.07, 0.70, 0.03, 1.35
823,8.419428866872016,8.18248587518804,7.120158672332764,7.067347049713135
1588,7.67143840479168,7.635198347554037,6.872325420379639,6.86967134475708
2879,4.376814857163041,8.241172524133344,4.856256484985352,7.134966850280762
1202,5.661669369559118,7.849468585294786,5.8776936531066895,6.995390892028809
1500,7.553297026058077,6.424834183013787,6.805576801300049,6.346835136413574
2987,8.534337308062304,8.542354584808173,7.162003040313721,7.210100173950195
89,5.978557849447959,7.3618317019176835,6.057211875915527,6.720532417297363
1217,5.6429837767896425,6.04518904522045,5.831969261169434,6.1948957443237305
1821,6.8755187076495226,4.660458933854239,6.5278496742248535,5.161128520965576
576,7.0610957170791915,6.708726126161405,6.604595184326172,6.496297836303711
452,4.525626580304412,7.92211182277876,4.94951057434082,7.008997440338135
3279,3.29, 3.85, 2.49, 2.65
3156,1.81, 2.23, 2.31, 0.02
841,7.235202577986116,4.575588544870495,6.6646552085876465,5.0239458084106445
1019,5.876854002622725,7.502704996898639,5.9843974113464355,6.857944965362549
395,7.2967371557329015,6.033771854029045,6.715863227844238,6.125947952270508
2948,8.108488624674093,6.4666669122755795,6.99294900894165,6.394323348999023
1362,6.647077528850794,6.532186990064634,6.410518169403076,6.412325859069824
2598,6.145285591134277,6.333820091172475,6.155817985534668,6.266591548919678
34,6.683557944782604,5.22438383510929,6.406757831573486,5.605969429016113
1182,5.548512306258504,7.353247459344164,5.792487144470215,6.803974628448486
1021,5.876854002622725,7.502704996898639,5.981497764587402,6.891157627105713
1129,4.659574296014937,6.0947310972799915,5.079172134399414,6.255777835845947
850,7.003703475780935,8.015098706378367,6.561044216156006,7.028372764587402
1978,5.490168434605798,4.508510133701339,5.771133899688721,4.938560962677002
789,5.895333992008506,7.6775910835111505,6.001515865325928,6.9354963302612305
1525,7.459007144388291,6.931399289528811,6.797412395477295,6.5855607986450195
2672,5.719829685319695,5.419406042220746,5.939666748046875,5.775594234466553
3155,2.75, 0.87, 2.31, 1.60
3175,1.62, 2.40, 1.69, 2.33
2391,4.767855681737175,7.497054114653266,5.201442718505859,6.847506999969482
1049,5.8889979450622585,7.447364853870637,5.955581188201904,6.853128433227539
1726,4.556709223164192,5.8273239498147715,5.0838751792907715,6.09275484085083
1563,5.623059193273667,5.887869665278094,5.881364345550537,6.112961769104004
2206,4.66342528825023,7.210706933048945,5.06733512878418,6.708566665649414
469,6.121700467446524,8.494954602350868,6.131001949310303,7.440018177032471
1438,7.661981089497866,6.241735410698146,6.840925216674805,6.2661213874816895
3269,3.40, 2.57, 2.78, 2.55
1785,5.321484400423711,8.471351576974742,5.647835731506348,7.250335216522217
1132,4.659574296014937,6.0947310972799915,5.085970878601074,6.223665714263916
2886,4.376814857163041,8.241172524133344,4.826179027557373,7.210333347320557
2051,4.3309487647904605,4.756045138831644,4.786100387573242,5.340247631072998
3165,3.75, 1.51, 0.97, 1.02
0,4.700420913731542,6.373702867740893,5.1748223304748535,6.311801433563232
3351,0.11, 2.69, 0.00, 2.75
3257,4.85, 6.25, 3.05, 2.75
623,7.884175891263672,6.346624111959618,6.887033939361572,6.336136817932129
1782,5.321484400423711,8.471351576974742,5.662619113922119,7.1788530349731445
2114,7.160027311960697,4.469660784005115,6.6444268226623535,4.937947750091553
1773,5.127965645634222,6.493416087971241,5.489452838897705,6.4258131980896
1945,4.3258474908474716,4.364834055895022,4.761237621307373,4.9044508934021
3592,5.81, 3.13, 3.02, 3.19
3106,2.52, 2.53, 2.71, 2.53
3044,1.53, 1.93, 1.55, 2.67
1575,4.329655923791862,4.979540037821622,4.771677017211914,5.5107831954956055
620,7.884175891263672,6.346624111959618,6.892074108123779,6.326108932495117
288,4.862476116927101,5.4903838186064196,5.356680393218994,5.6902689933776855
3147,5.27, 6.23, 3.07, 2.92
1220,5.068120083991049,8.59978644515698,5.456103801727295,7.290384292602539
1367,6.647077528850794,6.532186990064634,6.433592319488525,6.428791522979736
2934,7.729288047979072,6.013855469911796,6.90791654586792,6.148528575897217
2454,6.810090889390995,4.375338402928269,6.501017093658447,4.827433109283447
103,7.897156744012949,7.972813186531199,6.920866012573242,6.9294514656066895
2425,8.590431281306838,7.3266482000651445,7.162959098815918,6.752696990966797
2,4.700420913731542,6.373702867740893,5.150211334228516,6.331509113311768
2607,8.328110113424827,6.053018733581053,7.053513050079346,6.136946678161621
1559,5.623059193273667,5.887869665278094,5.872617244720459,6.30951452255249
1781,5.321484400423711,8.471351576974742,5.663041591644287,7.245857238769531
1022,5.876854002622725,7.502704996898639,5.981722831726074,6.859416484832764
1114,4.921119911988125,7.281542078937929,5.338619709014893,6.762269973754883
1733,6.724298831059519,4.444699601713287,6.438729286193848,4.9283599853515625
1944,4.3258474908474716,4.364834055895022,4.7558393478393555,4.8975701332092285
969,4.389278776100009,7.4116864105369515,4.895449638366699,6.777795314788818
712,4.569167883819932,7.1379652252081796,5.059396743774414,6.654577732086182
2122,8.541537358645897,5.161862322008931,7.152696132659912,5.511465072631836
972,4.389278776100009,7.4116864105369515,4.847747325897217,6.814280033111572
950,6.132321126622973,5.143156381391002,6.124871730804443,5.323455810546875
283,4.862476116927101,5.4903838186064196,5.368224143981934,5.691542625427246
3553,0.51, 0.58, 1.63, 0.95
806,4.921344147058171,4.4645732206082815,5.357077598571777,4.9217143058776855
853,7.003703475780935,8.015098706378367,6.561665058135986,7.014166831970215
2923,5.020038524850082,7.3245532166574625,5.435168266296387,6.847733974456787
539,5.753623561773392,5.324416426853552,5.92008638381958,5.702084541320801
1338,5.732352877405256,7.712405231245085,5.931243419647217,6.9256510734558105
3386,2.28, 4.13, 2.51, 2.98
2803,7.007641680825226,4.57807210131511,6.631648540496826,5.050992965698242
258,7.11902076175705,6.37005100445339,6.6533613204956055,6.2856011390686035
1039,5.76366249323695,5.3884018890529175,5.957618236541748,5.6959028244018555
2920,5.020038524850082,7.3245532166574625,5.420410633087158,6.808463096618652
615,7.827798733960907,4.334762232554842,6.919336318969727,4.776277542114258
1190,5.370539318697197,4.703255240576165,5.6802167892456055,5.193238735198975
437,5.7985119947631345,5.888907549889044,5.964353561401367,6.004604816436768
505,5.712034673205158,5.569806680267073,5.907955169677734,5.842098236083984
1391,6.995871283450826,7.150980970933008,6.615191459655762,6.69403600692749
2800,7.007641680825226,4.57807210131511,6.628058433532715,5.087721824645996
3289,3.35, 0.57, 0.72, 2.40
593,7.069281772809048,4.855182908976487,6.5952677726745605,5.331207752227783
1509,7.1781540895385545,5.0180500640713674,6.671425819396973,5.4267473220825195
1540,4.914184508060675,7.965851899643497,5.348104953765869,7.0256123542785645
1890,7.117999280409938,5.959092853148803,6.620526313781738,6.075072765350342
2109,7.160027311960697,4.469660784005115,6.607206344604492,4.977138519287109
2849,4.777792202757764,7.7374607710328815,5.275294303894043,6.942802906036377
1469,6.399140066217672,5.154293013067931,6.382465362548828,5.502231121063232
2103,6.589991447327363,8.506751999025825,6.374457836151123,7.253031253814697
3542,0.58, 4.78, 1.78, 3.39
218,5.2389465530272,5.051743116406277,5.560758113861084,5.46082067489624
1503,7.553297026058077,6.424834183013787,6.798627853393555,6.37231969833374
2677,5.719829685319695,5.419406042220746,5.972057819366455,5.78026819229126
2850,4.777792202757764,7.7374607710328815,5.2706756591796875,6.919463634490967
1439,7.059191373976039,7.526824319588494,6.595832347869873,6.83918571472168
3086,3.51, 0.16, 0.82, 1.15
911,7.276320383146712,4.729576312908365,6.725210189819336,5.150336742401123
3385,4.64, 0.09, 2.85, 2.48
3092,0.37, 3.17, 2.41, 0.02
2376,7.278876197895297,6.446800428175513,6.687885284423828,6.339641094207764
1263,5.434200635066755,6.531694584214257,5.7522873878479,6.4448323249816895
1657,6.2299038921522625,5.670768450345758,6.166297912597656,5.992774963378906
1166,7.405337927413302,6.811268412611578,6.728154182434082,6.53572416305542
3332,2.00, 2.46, 0.53, 1.27
2599,8.328110113424827,6.053018733581053,7.054340839385986,6.165783405303955
3423,4.74, 4.37, 2.96, 3.11
38,6.683557944782604,5.22438383510929,6.394618034362793,5.631420135498047
2739,6.412234786652339,8.268463175777713,6.294634819030762,7.136336326599121
3476,6.19, 3.08, 3.11, 3.09
672,6.4832862851861925,5.445967497248663,6.315120220184326,5.729320526123047
1119,4.663505295518664,6.412111868565615,5.130815029144287,6.307524681091309
1385,4.799672545105445,5.613230339090501,5.215351581573486,5.9851861000061035
2124,8.541537358645897,5.161862322008931,7.155080318450928,5.5250139236450195
628,7.884175891263672,6.346624111959618,6.8907151222229,6.301592826843262
1697,8.404046816511814,6.490159795692465,7.12373685836792,6.4412407875061035
3255,1.40, 3.71, 1.51, 0.01
3598,6.15, 5.59, 3.06, 2.83
3507,4.54, 3.95, 3.39, 2.96
243,7.527611904903098,5.869924453547432,6.80003547668457,5.94435977935791
2426,8.590431281306838,7.3266482000651445,7.156579494476318,6.765436172485352
3425,0.85, 0.58, 1.56, 1.73
3347,1.77, 5.33, 1.61, 2.94
2126,8.541537358645897,5.161862322008931,7.164700984954834,5.531056880950928
1968,5.070287605924927,6.166239890551031,5.454739093780518,6.224102973937988
3107,6.01, 4.59, 3.21, 2.58
541,5.753623561773392,5.324416426853552,5.952402591705322,5.663755416870117
55,8.143858853804772,4.36663758969544,7.035349369049072,8.511246681213379
2713,4.837027675248023,7.761848042517003,5.276281356811523,6.993957996368408
2104,6.589991447327363,8.506751999025825,6.350118637084961,7.185200214385986
2538,5.727173457905436,6.775442995152307,5.849355220794678,6.530339241027832
2678,5.719829685319695,5.419406042220746,5.964046001434326,5.759999752044678
2274,8.33009112929117,4.956403685446416,7.090391159057617,5.372365951538086
3357,4.83, 2.46, 2.79, 3.28
2956,6.570162621575066,7.310409635398972,6.387491703033447,6.81366491317749
3479,3.65, 5.03, 3.04, 3.36
2793,4.938495244824031,7.71113044620262,5.40778112411499,6.924437999725342
3300,0.34, 4.41, 0.12, 2.92
133,8.355447580780506,8.259830008591209,7.074767589569092,7.0332417488098145
1133,4.659574296014937,6.0947310972799915,5.082322120666504,6.218196868896484
1832,8.012745438267935,8.447581915143516,6.982842445373535,7.149415016174316
2227,7.0673486907297,6.929700228482164,6.580342769622803,6.6055073738098145
63,7.069615383547609,7.472653663335409,6.605978965759277,6.501047611236572
695,6.233779917764517,5.2560473492327695,6.26104211807251,5.54896354675293
1296,8.356492845214389,5.852488417975344,7.093336582183838,6.01616907119751
1553,7.665630872612848,7.966509779512723,6.830931663513184,7.008605480194092
166,7.935064036539107,6.946693916317449,6.969725131988525,6.49754524230957
2402,7.422119544718219,6.7949539391122835,6.741464614868164,6.558593273162842
545,5.753623561773392,5.324416426853552,5.968581199645996,5.638737678527832
3109,1.54, 0.01, 2.18, 1.62
1174,5.53526663894412,7.8196585196479225,5.781388282775879,6.994316101074219
325,7.11852950402589,7.474560089028042,6.62842321395874,6.723419189453125
140,5.010620931009804,8.398791548511912,5.35871696472168,7.137576580047607
641,5.750410495338599,7.17765253071281,5.91303825378418,6.7395524978637695
2895,7.704189570585749,5.085072408733654,6.866544723510742,5.548884868621826
1335,5.732352877405256,7.712405231245085,5.914798736572266,6.939884662628174
988,7.049584560660559,5.373584378867161,6.5915069580078125,5.7016754150390625
2200,4.66342528825023,7.210706933048945,5.048464298248291,6.73163366317749
1363,6.647077528850794,6.532186990064634,6.387668132781982,6.414846897125244
822,8.419428866872016,8.18248587518804,7.120361328125,7.082770824432373
2043,8.229464947650031,7.395035298822575,7.0256781578063965,6.8017964363098145
2324,7.4629558726692835,4.9121874829229935,6.762289524078369,5.335785388946533
894,7.350571876778715,4.699827751933984,6.713866233825684,5.107776641845703
2024,5.889483111090121,5.650046550864201,5.951622486114502,5.951399326324463
1709,4.592380378224597,4.807110618895463,5.123345851898193,5.245060443878174
3590,3.72, 1.18, 3.06, 0.78
1233,4.491336706891902,7.933169892931429,4.949463367462158,7.03976583480835
2705,8.437113408920249,8.13132691063377,7.13114070892334,7.09229850769043
1664,4.753743085021851,4.369499888731413,5.172165393829346,4.959515571594238
2409,8.09712583567949,6.547418305655669,7.010240077972412,6.422837257385254
263,6.57374870099453,7.158417351303142,6.410044193267822,6.868992805480957
1892,7.117999280409938,5.959092853148803,6.608874797821045,6.061553478240967
3069,1.12, 0.14, 2.09, 1.90
315,7.2566309047939965,8.250963616369923,6.653054714202881,7.093068599700928
2600,8.328110113424827,6.053018733581053,7.057355880737305,6.105432033538818
3034,5.36, 4.52, 3.11, 2.68
3311,1.30, 3.98, 0.43, 1.81
688,4.891802247862505,5.648983865189146,5.2475128173828125,5.970375061035156
2887,4.376814857163041,8.241172524133344,4.828127861022949,7.167871952056885
3171,5.18, 5.94, 3.08, 3.06
1741,6.143526129948782,4.482109878820415,6.160582542419434,4.9296345710754395
2340,6.308501831850311,4.902082856246345,6.270700931549072,5.317302227020264
1271,6.012640228818088,6.179598628695163,6.0757670402526855,6.274824142456055
3414,3.51, 0.43, 3.01, 0.99
1582,7.67143840479168,7.635198347554037,6.86788272857666,6.883991241455078
1381,4.799672545105445,5.613230339090501,5.20654821395874,5.9844818115234375
906,6.801727060482529,8.340589518178161,6.477972030639648,7.116786479949951
582,5.702446858739156,7.049413697757441,5.908915996551514,6.649071216583252
317,7.2566309047939965,8.250963616369923,6.6685004234313965,7.076566696166992
494,6.325414303878217,5.36308072880428,6.240935325622559,5.748930931091309
3158,2.72, 5.53, 2.35, 2.70
295,7.341364224392579,5.317270968081875,6.695385456085205,5.6344895362854
1355,4.749543690945573,4.47653279193101,5.257179260253906,4.683651924133301
2570,4.486790544985517,5.969755683636615,4.953729152679443,6.042512893676758
1622,5.172953853175869,4.954979494850245,5.57332181930542,5.42193603515625
1671,6.9231479325432534,5.400456988823619,6.537048816680908,5.764387130737305
1633,5.317372765182364,5.720571758579817,5.723343372344971,5.938889980316162
1596,8.222640107932072,7.6369093714803284,7.044056415557861,6.917902946472168
2820,7.938714016629502,5.793933407261769,6.9790802001953125,5.993368148803711
2555,8.342891402100578,4.524851702822341,7.062165260314941,4.9756951332092285
1389,6.995871283450826,7.150980970933008,6.6086859703063965,6.703562259674072
1288,6.210533911734225,5.324401773824645,6.16469669342041,5.751063346862793
2916,6.122228928844674,7.551323558326159,6.165440082550049,6.889609336853027
3055,5.60, 0.86, 3.05, 1.41
2287,8.55275870436353,6.781724778202621,7.178952217102051,6.50784969329834
2960,5.132738922901086,5.154212012611922,5.604567050933838,5.514094352722168
912,7.276320383146712,4.729576312908365,6.72361421585083,5.138362407684326
2833,7.524332063229195,6.329014575609134,6.833322048187256,6.277919769287109
857,7.003703475780935,8.015098706378367,6.5537590980529785,6.997052192687988
52,8.143858853804772,4.36663758969544,7.016787528991699,4.713837623596191
2111,7.160027311960697,4.469660784005115,6.613919734954834,4.955150127410889
1013,4.9069908240288465,6.721100533946315,5.3017659187316895,6.519565582275391
1571,4.329655923791862,4.979540037821622,4.8163251876831055,5.477019309997559
3418,1.35, 3.18, 1.10, 3.24
2173,7.733930871942083,5.619183001275964,6.841378688812256,5.920747756958008
2932,7.729288047979072,6.013855469911796,6.897895812988281,6.141369819641113
3261,2.26, 2.81, 2.11, 0.02
2148,7.3215304273333,7.576530326662628,6.702093601226807,6.840742111206055
597,7.069281772809048,4.855182908976487,6.5776591300964355,5.324479103088379
2137,7.909655229405351,8.432609236437298,6.925108432769775,7.216369152069092
1867,7.590090385666892,5.839207894339654,6.82580041885376,5.994046211242676
3621,1.73, 1.29, 1.89, 1.13
1044,5.76366249323695,5.3884018890529175,5.941304683685303,5.688181400299072
1898,7.117999280409938,5.959092853148803,6.606199264526367,6.066311359405518
254,7.11902076175705,6.37005100445339,6.609315872192383,6.284490585327148
922,6.451064293493763,7.987633979165475,6.305174827575684,6.997345447540283
32,6.683557944782604,5.22438383510929,6.392555236816406,5.59383487701416
2529,5.727173457905436,6.775442995152307,5.8549041748046875,6.556795120239258
3449,4.64, 2.61, 3.15, 2.62
139,5.010620931009804,8.398791548511912,5.35836935043335,7.131546974182129
3245,3.35, 4.74, 1.97, 2.63
2172,7.733930871942083,5.619183001275964,6.839597702026367,5.917275905609131
2041,8.229464947650031,7.395035298822575,7.024725914001465,6.809393882751465
2512,7.354125602782436,8.31770981019325,6.698272228240967,7.132833480834961
1937,8.442836151310226,5.233852766645885,7.125155448913574,5.575728893280029
1521,7.459007144388291,6.931399289528811,6.783816337585449,6.5905046463012695
3555,1.90, 1.91, 2.14, 2.24
1777,5.127965645634222,6.493416087971241,5.47691535949707,6.430370807647705
291,7.341364224392579,5.317270968081875,6.705452919006348,5.664259910583496
3323,4.35, 1.20, 1.38, 1.88
142,5.010620931009804,8.398791548511912,5.397830963134766,6.881195545196533
2098,6.543653318732075,5.0219967212590015,6.308436393737793,5.4837751388549805
794,5.895333992008506,7.6775910835111505,5.992831230163574,6.916692733764648
2659,8.390287279271307,6.706221478959221,7.1367292404174805,6.459930419921875
1491,6.129977409305906,4.648023946279462,6.160953521728516,5.1532301902771
2209,5.898949321477744,8.330447936571792,5.970711708068848,7.155414581298828
1570,4.329655923791862,4.979540037821622,4.825798511505127,5.453915119171143
1566,5.623059193273667,5.887869665278094,5.916312217712402,5.842316627502441
3252,2.16, 5.73, 2.58, 2.80
1419,6.202186610381363,5.7274210400298955,6.204434394836426,5.98656702041626
1437,7.661981089497866,6.241735410698146,6.818359375,6.2836079597473145
859,6.731685217879291,7.735655773954712,6.404302597045898,6.956656455993652
1864,7.590090385666892,5.839207894339654,6.828607082366943,6.0010905265808105
3468,1.59, 4.36, 2.79, 3.16
1922,6.349090769895571,5.711541030674148,6.276800632476807,5.973657131195068
632,7.8375187739893715,5.332722186424185,6.874385356903076,5.695290565490723
3259,0.58, 4.26, 0.03, 2.37
152,6.350536311425429,7.720861719869331,6.286418437957764,6.82750129699707
3324,4.60, 1.59, 1.38, 1.88
3622,2.54, 0.12, 2.78, 1.13
3058,4.39, 3.40, 2.55, 2.50
2955,6.570162621575066,7.310409635398972,6.375512599945068,6.744611740112305
2518,7.354125602782436,8.31770981019325,6.720643043518066,7.125797748565674
2443,4.641207889141068,8.341305669455718,5.026924133300781,7.194666862487793
426,5.052752467634598,4.752743778538872,5.4482340812683105,5.250659465789795
2943,8.108488624674093,6.4666669122755795,7.047459125518799,6.36235237121582
3587,2.05, 3.89, 3.06, 2.95
1434,7.661981089497866,6.241735410698146,6.8096184730529785,6.3053741455078125
1040,5.76366249323695,5.3884018890529175,5.965220928192139,5.681750774383545
1350,4.749543690945573,4.47653279193101,5.286029815673828,4.9521260261535645
1598,8.222640107932072,7.6369093714803284,7.037062644958496,6.906551361083984
1544,4.914184508060675,7.965851899643497,5.34293794631958,7.043858051300049
389,7.2967371557329015,6.033771854029045,6.716987133026123,5.843189716339111
1603,4.812831587262243,7.649990921490103,5.278546333312988,6.914655685424805
2712,4.837027675248023,7.761848042517003,5.282937526702881,6.986608982086182
1123,4.663505295518664,6.412111868565615,5.096877574920654,6.368282318115234
3183,0.01, 5.10, 0.00, 1.36
2781,4.791183570516051,7.129326093239601,5.305416107177734,6.655935764312744
2008,8.216376523183559,4.360771958876231,7.095245838165283,4.785549640655518
2811,5.1330067814896445,5.661680387297199,5.588308811187744,5.953294277191162
3359,1.96, 4.82, 2.51, 3.30
2450,6.810090889390995,4.375338402928269,6.475522518157959,4.871652603149414
224,5.650602716650101,4.47251831636119,5.9599080085754395,4.888249397277832
825,8.419428866872016,8.18248587518804,7.096686363220215,7.076566696166992
1249,6.540302760140021,5.627231750510897,6.3832879066467285,5.935978889465332
1484,5.770630707255692,6.286067967444875,5.9885125160217285,6.277408123016357
480,4.916195695629144,8.034575002857268,5.299213409423828,7.0626301765441895
1788,5.321484400423711,8.471351576974742,5.628296852111816,7.1895036697387695
1568,5.623059193273667,5.887869665278094,5.921327114105225,6.056807994842529
1983,8.484022719136417,7.920031320534718,7.120293617248535,6.998551368713379
2185,5.593047572039868,8.276518127613834,5.7777276039123535,7.200385093688965
1072,8.008969365987703,5.8989710996076425,6.986998558044434,6.02932071685791
3409,6.12, 5.51, 3.09, 2.79
1748,6.143526129948782,4.482109878820415,6.165354251861572,4.945510387420654
1003,6.469053624061882,4.523368303970203,6.274548530578613,5.027595043182373
2241,4.832724188020175,7.653654471646802,5.203020095825195,6.940494060516357
1043,5.76366249323695,5.3884018890529175,5.935064315795898,5.693836688995361
123,7.005617131542111,7.458316553338744,6.566044807434082,6.793484687805176
3025,1.80, 6.26, 2.54, 2.96
233,6.071268639832511,5.584848545776039,6.108715057373047,5.82419490814209
2193,7.637766805853066,7.969707017293384,6.801700115203857,7.023576259613037
2649,6.702910275425484,6.983551583855622,6.383669853210449,6.659955024719238
2693,8.406823265207112,4.4682565174681965,7.15283203125,4.940695285797119
3208,5.52, 4.82, 3.07, 2.67
1927,6.349090769895571,5.711541030674148,6.251442909240723,5.979078769683838
2131,7.909655229405351,8.432609236437298,6.916724681854248,7.227867603302002
3340,2.32, 5.52, 2.85, 2.67
308,5.838321190318604,8.323114469902197,5.995063781738281,7.088016510009766
2472,5.820418141863654,4.844784299627777,5.967880725860596,5.335588455200195
645,5.750410495338599,7.17765253071281,5.902853488922119,6.725345134735107
1134,4.659574296014937,6.0947310972799915,5.083381175994873,6.214853763580322
2560,6.494101349556834,6.249892778261121,6.31626033782959,6.211711883544922
1934,8.442836151310226,5.233852766645885,7.109681129455566,5.6341233253479
2286,8.55275870436353,6.781724778202621,7.178555965423584,6.512861251831055
1676,6.9231479325432534,5.400456988823619,6.562099933624268,5.750387191772461
2552,8.342891402100578,4.524851702822341,7.069175720214844,5.010408878326416
1506,7.553297026058077,6.424834183013787,6.796197414398193,6.3659443855285645
1591,8.222640107932072,7.6369093714803284,7.066150665283203,6.8826985359191895
2926,5.020038524850082,7.3245532166574625,5.423538684844971,6.767261981964111
3193,3.84, 5.68, 2.50, 3.06
3325,5.60, 1.45, 2.51, 1.88
196,4.456177576301689,4.96795109712024,4.874049663543701,5.416574954986572
1611,4.676193102160494,8.06790047965538,5.1645026206970215,7.079433917999268
1749,8.103192145283476,4.40494970741685,7.046632766723633,4.8228230476379395
1520,7.459007144388291,6.931399289528811,6.777101993560791,6.589033126831055
2329,4.774376289388529,7.568530100097914,5.215847015380859,6.867128372192383
937,7.735355906652821,8.091514896014633,6.836102485656738,7.006742477416992
3218,2.18, 1.42, 1.40, 1.49
1907,5.173811339482887,7.665755675838949,5.4903130531311035,6.940686225891113
2234,5.709929030629893,5.016625733605642,5.9335408210754395,5.397326946258545
21,8.249207538339023,8.228921227135197,7.058184623718262,7.059080123901367
617,7.827798733960907,4.334762232554842,6.912874221801758,4.794261455535889
2094,6.543653318732075,5.0219967212590015,6.304606914520264,5.501602649688721
2977,8.061027788216457,4.368315294799131,7.032122611999512,4.884141445159912
1928,6.349090769895571,5.711541030674148,6.256356716156006,5.962899208068848
2863,5.793197099599796,5.868478418281665,5.984904766082764,6.149012088775635
3135,0.58, 5.14, 2.67, 2.91
2231,5.709929030629893,5.016625733605642,5.939639091491699,5.423869609832764
1494,6.129977409305906,4.648023946279462,6.146509647369385,5.1692705154418945
19,8.249207538339023,8.228921227135197,7.054638862609863,7.048285484313965
398,7.2967371557329015,6.033771854029045,6.68958854675293,6.142768859863281
605,5.437183938655903,5.586630509498665,5.7440385818481445,5.841400623321533
993,7.713956176779773,4.988425149389483,6.851728439331055,5.424811363220215
3394,2.64, 2.00, 3.05, 0.01
1427,6.202186610381363,5.7274210400298955,6.181640148162842,6.017763614654541
459,4.333459926435392,4.742032129814557,4.779854774475098,5.311022758483887
2158,4.51766690844556,8.359291601121146,4.945416450500488,7.439450740814209
