,expected_ul,expected_ur,real_ul_m1,real_ur_m1,delta_ul,delta_ur
3468,7.804946636857294,7.463040117510657,6.87778902053833,6.781205654144287,0.9540631529705754,0.6002461950863403
2956,7.586707798947287,7.706328843316441,5.892239570617676,6.119866371154785,0.7854239625825405,0.7628845913022806
2288,7.049584560660559,5.373584378867161,4.785197734832764,5.61855411529541,0.4939052393714958,-0.3726185668420676
1566,7.069281772809048,4.855182908976487,1.25,2.53,0.46125717564107926,-0.4697620640154563
3499,6.202186610381363,5.727421040029896,5.971384525299072,4.862203121185303,-0.007233116944076912,-0.2589771800323595
619,3.84,3.64,5.8692827224731445,5.88346004486084,0.75,0.9300000000000002
2606,4.96,2.6,5.081945896148682,6.377623081207275,2.35,0.48
1722,5.321484400423711,8.471351576974742,5.832691669464111,6.50238847732544,-0.3442537053502148,1.2962612640169784
1718,4.429548386689346,7.454501579945433,6.081966400146484,6.2601823806762695,-0.39414679611094705,0.595272968953001
72,8.430149643487391,7.924368459293424,6.918284893035889,6.43792200088501,1.3300090718931532,0.9393835845680822
856,6.589991447327363,8.506751999025825,6.382465362548828,5.502231121063232,0.21553361117624004,1.2537207452111279
869,6.229903892152263,5.670768450345758,5.7522873878479,6.4448323249816895,0.06360597955460712,-0.3220065130331484
1817,7.163454978041655,7.352489120518554,6.04548978805542,6.689089298248291,0.5161852522420949,0.6139169998520497
3241,8.390287279271307,6.706221478959221,4.786430835723877,4.887514591217041,1.2644895307056334,0.23329772331346899
1069,8.406823265207112,4.4682565174681965,6.383669853210449,6.659955024719238,1.2539912339571124,-0.4724387683289226
1758,5.97,2.25,6.619495391845703,6.688582897186279,2.76,0.26
261,3.13,4.91,6.544142723083496,5.101447582244873,0.8199999999999998,2.3600000000000003
548,4.566663350250714,5.99269800619192,6.139752864837647,5.499508380889893,-0.5308531864619335,-0.1363818125336662
156,8.588725978937628,7.983107156759171,2.11,0.95,1.4126128502755186,0.9708386135157632
1616,4.936940272510902,5.90469471543601,6.655721187591553,4.881093502044678,-0.4078506630054557,-0.23497279555031803
3517,7.637766805853066,7.969707017293384,5.810620307922363,6.240746974945068,0.8408660566465231,0.945703511586597
2368,8.590431281306838,7.326648200065144,5.296882152557373,7.088685035705566,1.4320445740009298,0.5661735182108956
1640,7.5945700712695485,8.23022424109473,0.74,0.23,0.8197239943042165,1.1437789095212434
3563,5.34,1.99,4.831401824951172,7.210366725921631,2.81,1.97
3046,4.503068467379621,7.6130129229538515,7.046599864959717,7.062165260314941,-0.39111421465773244,0.6720701586716249
676,5.631648176213973,4.875059370162072,3.17,2.87,-0.24571979711366332,-0.4217984637002328
727,7.007641680825226,4.57807210131511,6.4087114334106445,6.823511600494385,0.38811624823855606,-0.46952435330525155
3421,5.020038524850082,7.3245532166574625,6.314370155334473,5.496866703033447,-0.4163566434543613,0.5435707223032145
824,4.325847490847472,4.364834055895022,6.438729286193848,4.9283599853515625,-0.4299918569918839,-0.5327360773142065
3557,6.702910275425484,6.983551583855622,6.872227668762207,6.842350959777832,0.29094013687567966,0.3094755035333563
2879,7.704189570585749,5.085072408733654,6.592133522033691,7.163437366485596,0.8184030372300359,-0.41899262804002735
1203,4.456177576301689,4.96795109712024,6.637833118438721,5.091935634613037,-0.4855033319014357,-0.464739046464965
1581,8.222640107932072,7.636909371480328,6.690889358520508,6.33952522277832,1.1740899789953048,0.7321351824849662
1865,8.442836151310226,5.233852766645885,6.924501895904541,6.288536548614502,1.300984726139328,-0.3136120809188121
89,5.85529283755339,5.4706677083289525,3.21,2.67,-0.19091554409944234,-0.2717982645714381
1218,6.613053153398422,6.294533894261308,5.953183174133301,6.166012287139893,0.21401007020750384,0.05774323721785102
2617,5.926391638863136,4.787312008795984,4.8200297355651855,7.212132930755615,-0.17912479485268396,-0.48747684771036326
576,8.111992343842878,7.792944786872195,7.154296875,5.591629981994629,1.1366052474378492,0.896030304755496
452,5.544485373791191,5.567530026081724,5.8397369384765625,6.510721206665039,-0.2472893759646686,-0.33910764252789516
2772,7.049584560660559,5.373584378867161,2.87,2.8,0.49164217021866374,-0.3772710669946555
1960,8.019130030578777,6.491519094542802,6.0033860206604,5.83336067199707,1.0582516583863946,0.06710493667537065
842,7.827798733960907,4.334762232554842,5.420410633087158,6.808463096618652,0.9084624149911802,-0.4415153095594162
1020,1.59,4.36,6.828607082366943,6.0010905265808105,-1.2,1.2000000000000002
395,5.8889979450622585,7.447364853870637,6.8517608642578125,5.494174480438232,-0.09658297611083722,0.601885365497834
2948,4.832724188020175,7.653654471646802,5.322517395019531,6.7081618309021,-0.38423814947372126,0.7346047318091546
1363,8.249207538339023,8.228921227135197,6.091889381408691,5.27401876449585,1.2006574094022557,1.1765997931142014
2598,5.96036687047673,7.704329899405653,4.740020275115967,5.298363208770752,-0.03857216684626774,0.7484463964454475
34,5.762047460969978,4.62176524655831,6.70445728302002,7.128907680511475,-0.14053184658617468,-0.544132122826456
1183,4.96,1.11,7.161491394042969,7.276639461517334,2.05,-1.01
1022,7.8375187739893715,5.332722186424185,6.276800632476807,5.973657131195068,0.9631334170862953,-0.3625683790665377
1130,6.416969679636741,5.214112787516757,4.76544713973999,5.299698352813721,0.12227525596120348,-0.41319462749178815
851,4.914184508060675,7.965851899643497,6.671425819396973,5.42674732208252,-0.43392044570519417,0.9402395453649328
1978,6.012640228818088,6.179598628695163,6.971244812011719,6.888251304626465,-0.07668138449367934,-0.07857817489370422
790,3.4,2.57,6.840925216674805,6.2661213874816895,0.6200000000000001,0.020000000000000018
1525,4.429548386689346,7.454501579945433,6.238123416900635,7.055069446563721,-0.3977059086597752,0.6083983885697002
2528,4.921119911988125,7.281542078937929,6.288440704345703,5.0314249992370605,-0.4134833976432226,0.5303924245495013
1678,7.142187525764703,6.645058636098719,5.994554996490479,6.858132839202881,0.5016392965471734,0.21629715385994963
1760,6.145285591134277,6.333820091172475,3.05,1.9,0.05194424057885705,0.001675353928822787
2391,2.43,3.6,5.815617084503174,6.757981777191162,-0.27,0.8200000000000003
1050,8.419428866872016,8.18248587518804,5.95990800857544,4.888249397277832,1.322742503651801,1.105919179021047
2744,7.665630872612848,7.966509779512723,2.87,2.31,0.8284931734856507,0.9580354295371372
3381,5.793197099599796,5.868478418281665,6.903441905975342,6.453648567199707,-0.2042418080234949,-0.17873513610065928
3252,7.134850940825273,7.873483835118763,5.406263828277588,5.246322154998779,0.515294990660478,0.937571226018421
469,0.37,1.28,5.413758754730225,7.12069845199585,-0.54,0.5
1439,8.476963439845335,8.282592021943138,6.604186058044434,6.8451361656188965,1.3514360579483622,1.146506511689232
1923,4.566663350250714,5.99269800619192,6.97308874130249,6.879641532897949,-0.48061743817091696,-0.0564696268647209
1785,5.889483111090121,5.650046550864201,0.01,0.99,-0.07185016375118725,-0.296648776894588
1133,5.801997738914142,5.678877845711639,6.312361240386963,6.974124431610107,-0.2160219372943537,-0.11717413335330207
2886,8.09712583567949,6.547418305655669,2.98,3.35,1.1025164797529765,0.14444608428115746
2051,4.886019971398443,4.794746740974804,7.092231750488281,6.507330417633057,-0.494974825354487,-0.4244510091167486
1857,5.623059193273667,5.887869665278094,2.77,3.1,-0.24869020781886242,0.024213621271746533
0,8.09712583567949,6.547418305655669,0.0,0.0,1.1272714808210917,0.10608787276382348
3397,7.446839968174924,7.667888163844919,5.90957498550415,6.656022071838379,0.6950737633409396,0.8193826668661588
3257,7.897156744012949,7.972813186531199,6.809393882751465,6.031723499298096,0.9811325359441012,1.0547829245377907
624,6.071268639832511,5.584848545776039,2.86,1.36,-0.024028696745857836,-0.2401202690738149
2822,5.709929030629893,5.016625733605642,6.9652018547058105,7.209766864776611,-0.2263822143347065,-0.3979956195437717
2114,5.53526663894412,7.819658519647922,6.97849702835083,7.074800968170166,-0.25513625030758913,0.85219597997507
2329,4.891802247862505,5.648983865189146,5.886483192443848,5.329757690429688,-0.34037310232670404,-0.31998977143805085
1945,7.069615383547609,7.472653663335409,5.435014724731445,7.00677490234375,0.4562406734646016,0.9796402813774012
2646,7.354125602782436,8.31770981019325,6.208810806274414,6.117768287658691,0.6352954941398581,1.17901409333534
3106,8.012745438267935,8.447581915143516,6.9476823806762695,6.846290111541748,1.0408216101429346,1.2967254202399516
3044,4.777792202757764,7.7374607710328815,3.0,0.89,-0.4504473335276362,0.7543260244813679
1822,4.659574296014937,6.094731097279992,5.052762031555176,6.879232406616211,-0.4346787671869672,-0.11575340741971463
621,7.524332063229195,6.329014575609134,5.361028671264648,7.028899192810059,0.6985964942289504,0.028795516618654204
288,8.111992343842878,7.792944786872195,6.609189987182617,6.852628231048584,1.1341757621168043,0.8899153450386992
2770,4.3309487647904605,4.756045138831644,5.452731609344482,7.292223930358887,-0.4127674751387387,-0.5768601536793421
1221,1.87,4.21,2.77,3.22,-0.5099999999999998,1.15
1368,8.143858853804772,4.36663758969544,0.12,0.97,1.153479997145836,-0.4291712024188179
2204,4.676193102160494,8.06790047965538,4.905954360961914,7.058781623840332,-0.5018259446229534,1.0126321919966887
3060,4.929688087441889,7.293026421152751,5.940999031066895,6.878413677215576,-0.4058512535310115,0.5694269872538253
103,5.750410495338599,7.17765253071281,6.242722988128662,5.557136535644531,-0.15362125820144001,0.4349247742125657
3505,1.79,5.54,4.947792053222656,7.049905776977539,0.3400000000000001,2.91
2,7.590090385666892,5.839207894339654,6.875170707702637,6.6934003829956055,0.7712160265360328,-0.1785557203148871
3062,7.11852950402589,7.474560089028042,2.75,3.06,0.49220341988892713,0.7245324324728664
2258,5.084651951333345,7.54755676592945,6.374721527099609,6.813889503479004,-0.3806614832674855,0.6935843309318912
3429,2.7,1.02,4.807577610015869,5.560028553009033,-0.34999999999999964,-1.02
1023,0.58,4.26,6.874385356903076,5.695290565490723,0.5499999999999999,1.8899999999999997
1115,6.683557944782604,5.22438383510929,6.929355621337891,7.150430679321289,0.30684371519886344,-0.38217877933162825
2968,5.770630707255692,6.286067967444875,6.769449710845947,7.111498355865479,-0.20895398665299947,0.009398465186574612
1944,5.036910543770452,7.862007400305674,7.149599075317383,4.942103385925293,-0.39810418096099287,0.8552324979619241
970,5.6,0.86,6.165440082550049,6.889609336853027,2.55,-0.5499999999999999
713,5.889483111090121,5.650046550864201,6.6079301834106445,6.836727142333984,-0.07131944399410717,-0.294507778054256
3163,8.55275870436353,6.781724778202621,5.860058307647705,5.325828075408936,1.3956675636164597,0.27753719427928125
973,7.276320383146712,4.729576312908365,5.604567050933838,5.514094352722168,0.5527061672958817,-0.4087860947759614
951,7.67143840479168,7.635198347554037,3.01,0.99,0.8035556762150202,0.7512071060989589
283,6.325414303878217,5.36308072880428,4.795278072357178,4.911351203918457,0.07558787260380306,-0.39092374965030974
2369,4.586434034488656,7.453924698855022,7.158386707305908,6.760474681854248,-0.45322546563341426,0.5895333719507247
807,4.329655923791862,4.979540037821622,1.55,2.67,-0.4420210934200517,-0.5312431576739831
854,4.777792202757764,7.7374607710328815,6.607206344604492,4.977138519287109,-0.4975021011362788,0.7946578649965046
1984,4.663505295518664,6.412111868565615,6.708130359649658,5.155183792114258,-0.4206526482069215,0.031290640538271575
539,4.556709223164192,5.827323949814772,5.863003730773926,5.330175399780273,-0.41706997834337667,-0.2911200160970928
1339,8.216376523183559,4.360771958876231,5.88346004486084,6.979663848876953,1.164750317739223,-0.44758337254466785
3514,7.869068620475629,7.778260234295344,7.090089797973633,6.008378982543945,0.9742746332014587,0.8548750910153151
2990,5.822694466657563,7.6079733343827805,2.86,2.54,-0.13246805851943932,0.7267563315141281
258,4.774376289388529,7.568530100097914,5.9772233963012695,6.29007625579834,-0.46566687391103123,0.7146516020205214
1040,4.812831587262243,7.649990921490103,6.716987133026123,5.843189716339111,-0.4657147460507449,0.735335236065298
2477,6.378349005400046,6.774184333722713,7.13822078704834,6.975030899047852,0.06661719006191102,0.2740203017402907
616,5.793197099599796,5.868478418281665,6.979696273803711,5.957897186279297,-0.21987062272076052,-0.17577540785969248
1191,4.749543690945573,4.47653279193101,6.785823345184326,5.859571933746338,-0.5006627795439291,-0.44055237881483933
437,4.698635287131899,4.838281388532809,6.614343643188477,6.716777324676514,-0.37823563114202674,-0.49927831147939816
505,7.134850940825273,7.873483835118763,5.357276439666748,6.119965076446533,0.501010379912187,0.9262511118826788
1392,6.325414303878217,5.36308072880428,3.27,2.4,0.08310187254276791,-0.37174440547306364
3129,5.76366249323695,5.3884018890529175,4.975401878356934,6.10492753982544,-0.18367274998814764,-0.315498925003479
2048,0.11,4.72,6.637833118438721,4.787113666534424,-1.72,1.38
594,5.490168434605798,4.508510133701339,6.94267463684082,6.277067184448242,-0.2437745509288698,-0.4354491024436813
1510,8.222640107932072,7.636909371480328,5.4399003982543945,6.975775718688965,1.1706829774999434,0.7360991297811088
1541,4.376814857163041,8.241172524133344,5.802929878234863,5.870596408843994,-0.4547886699060504,1.0897915083557557
2009,8.541537358645897,5.161862322008931,4.735144138336182,5.336105823516846,1.3791929029269028,-0.4230261362430223
2109,2.89,0.27,2.43,1.97,2.21,-2.02
2849,7.3215304273333,7.576530326662628,5.768500328063965,4.918921947479248,0.6325612920488766,0.711912025271026
1470,6.012640228818088,6.179598628695163,6.723582744598389,6.550385475158691,-0.07799316351589614,-0.07344359237417297
2010,4.595601833315801,7.871098987267771,7.162344455718994,5.584888458251953,-0.4919244880953322,0.8722872654660128
3542,4.569167883819932,7.13796522520818,6.18727970123291,6.887165069580078,-0.4961101694637593,0.7175526847723894
218,8.108488624674093,6.46666691227558,6.946686744689941,6.432518005371094,1.0479493790686245,0.10889313145282653
1504,5.876854002622725,7.502704996898639,6.300930976867676,6.214325904846191,-0.13922923788630825,0.6930569599418517
2677,1.99,0.22,6.794055938720703,7.019474983215332,0.030000000000000027,-2.3
2496,5.631695472762647,4.919774956554308,6.680834293365479,5.690701961517334,-0.20916823191874911,-0.45164256587611185
1440,1.3,1.2,7.125527381896973,7.136085510253906,1.3,-0.16000000000000014
2749,3.7,3.75,4.8575944900512695,6.8547539710998535,0.6800000000000002,0.9500000000000002
912,7.665630872612848,7.966509779512723,7.093336582183838,6.01616907119751,0.8346992090996643,0.9579042993186313
2603,7.059191373976039,7.526824319588494,6.247711181640625,5.969786167144775,0.45733132758932005,0.700253808724236
3092,4.831103416333001,8.507198837341086,7.140663146972656,7.117595672607422,-0.44633474742432355,1.2648439674985568
2850,8.442836151310226,5.233852766645885,6.688969135284424,6.864618301391602,1.3259147264445037,-0.3403650296797984
1264,4.914184508060675,7.965851899643497,2.81,3.28,-0.43721348311974495,0.9293824401098059
1657,4.55,5.6,2.95,2.82,1.2199999999999998,2.78
1167,8.019130030578777,6.491519094542802,5.274837017059326,7.274914264678955,1.0569618138734551,0.08141577346736195
2175,6.469053624061882,4.523368303970203,5.966592788696289,7.132617473602295,0.1662405709307775,-0.7097549984895135
2599,7.0673486907297,6.929700228482164,5.998939037322998,6.955883502960205,0.5210129935556278,0.3400634258088244
3423,1.57,0.54,5.461052894592285,6.134156703948975,-1.18,-0.97
38,4.891802247862505,5.648983865189146,6.133321762084961,7.209218502044678,-0.34124619116337396,-0.3247853227380997
3337,8.455953873055984,5.314828441961492,4.814274787902832,6.936905384063721,1.3089731105742946,-0.3390039936464184
3476,4.566663350250714,5.99269800619192,6.950124740600586,6.053433895111084,-0.5081190212702822,-0.10967893167429121
673,8.484022719136417,7.920031320534718,6.805288314819336,6.351078033447266,1.3540664737140542,0.9161627406702157
1120,4.3309487647904605,4.756045138831644,0.9,2.66,-0.4010935478316098,-0.5832154393238733
1386,4.609674512575268,4.872984313121305,6.540069580078125,5.170655250549316,-0.4089555151957285,-0.4897104271741055
2077,8.55275870436353,6.781724778202621,0.88,2.67,1.3766455757014207,0.29004844763621485
629,5.671097345751016,4.392162312525136,6.690486431121826,5.420029163360596,-0.2258424087350681,-0.44195605371631874
1697,5.172953853175869,4.954979494850245,5.89680290222168,6.210638046264648,-0.36939357800699213,-0.5224551403121085
3255,8.328110113424827,6.053018733581053,4.817172527313232,6.965557098388672,1.2590674307771224,-0.10756380883838101
2306,7.334916617192277,5.236674447082557,6.859665870666504,5.548910617828369,0.6651540058031165,-0.4219387578734981
3507,5.895333992008506,7.6775910835111505,6.003641128540039,6.961071491241455,-0.10083223723954049,0.7365519981229669
243,5.770630707255692,6.286067967444875,0.53,0.43,-0.18751777220597798,-0.03946399208881601
1665,3.94,2.95,5.419165134429932,5.205869197845459,0.77,0.0
2249,6.202186610381363,5.727421040029896,5.356109619140625,7.029918193817139,-0.009148094971419773,-0.25143266251526963
3347,6.350536311425429,7.720861719869331,6.857093811035156,6.793193817138672,0.052948916711073046,0.8780944812523872
1912,4.7,3.16,6.712743282318115,6.868603706359863,2.2,0.8400000000000003
3383,5.084651951333345,7.54755676592945,2.89,2.15,-0.3560166315829152,0.6547869523918521
3107,8.005128766144633,6.417286727950184,6.971923828125,7.1508564949035645,1.0751656542671917,0.09527239613255745
541,4.3309487647904605,4.756045138831644,6.411525726318359,5.913780689239502,-0.48649174500568204,-0.5506131291432093
55,6.378349005400046,6.774184333722713,5.961976051330566,5.642190456390381,0.0633489481795868,0.2741118544746657
2123,7.20950308645547,7.0033591163713735,6.3175811767578125,6.492496490478516,0.5650457462149907,0.3984797370989126
2104,5.635742407701582,6.072885809047759,5.41175651550293,7.125527381896973,-0.2756459895152146,-0.18526762952035636
3328,7.284250624445487,4.365650699715321,5.210130214691162,5.981469631195068,0.6210707500253214,-0.4866189497902944
2678,7.139376144182922,5.397746537850151,1.96,2.52,0.455111007464172,-0.2897987616798785
2274,6.702910275425484,6.983551583855622,1.36,3.01,0.2892497491498496,0.3755303245477606
2501,4.609674512575268,4.872984313121305,5.204771518707275,4.896855354309082,-0.43751329260051364,-0.45873985374881254
2951,7.735355906652821,8.091514896014633,5.364237785339356,5.213006973266602,0.901710562872303,1.1044839130434418
2752,6.750577118655875,4.53824242165042,6.997345447540283,5.652254581451416,0.23695149686022088,-0.47211400458859387
2793,6.259851120982756,5.933193298182134,5.458319187164307,6.176125526428223,0.03842844871102713,-0.11330547730004348
3300,6.412234786652339,8.268463175777713,0.0,2.26,0.11031818737865695,1.1631861143153106
133,8.006175300171117,5.156896631455204,5.201319694519043,5.9897541999816895,1.0151131358644765,-0.3651003434898641
1134,4.51766690844556,8.359291601121146,6.018019676208496,5.796051979064941,-0.45287027722338546,1.4031754016277382
2084,3.09,0.3,7.1617302894592285,5.520389556884766,2.01,-1.72
1929,5.770630707255692,6.286067967444875,4.748111724853516,5.306585311889648,-0.21064199019303853,-0.026997561424753513
63,8.476963439845335,8.282592021943138,5.740180492401123,6.41475772857666,1.344062248133909,1.1629054183969956
696,1.65,3.7,7.137068271636963,4.92970085144043,-0.3700000000000001,0.8500000000000001
1297,5.677710652531159,6.674367036827218,6.694268703460693,6.766057968139648,-0.19892346841000297,0.1893072986680382
1554,4.921344147058171,4.4645732206082815,5.768994331359863,6.400076866149902,-0.3569857021849927,-0.5343853670382028
166,6.0,3.94,5.283613681793213,7.249330520629883,2.95,1.1800000000000002
2402,5.727173457905436,6.775442995152307,6.622984886169434,5.099281311035156,-0.11919628544173211,0.25851193817598883
545,8.484022719136417,7.920031320534718,5.903127193450928,6.977622032165527,1.3643027369892007,0.9352738971338388
2858,5.978557849447959,7.3618317019176835,6.630735397338867,6.819550037384033,-0.06624195523954057,0.6790495287609453
1175,8.03367932515151,5.274549398182614,5.244631767272949,5.9668169021606445,1.0451534576893522,-0.447525587321536
325,6.202186610381363,5.727421040029896,2.13,1.36,0.0033073684380040547,-0.26560807755433213
140,5.719829685319695,5.419406042220746,2.53,1.07,-0.26178061283704324,-0.33556212413057196
642,5.593047572039868,8.276518127613834,6.482665061950684,4.840461730957031,-0.19841055784294426,1.0812127801712066
2895,7.735355906652821,8.091514896014633,5.279438495635986,7.243587017059326,0.887881331610096,1.0718100772890473
1336,5.635742407701582,6.072885809047759,6.960104465484619,6.047128677368164,-0.3020661059397751,-0.036165895358979405
989,5.76366249323695,5.3884018890529175,1.89,1.13,-0.17764219044835272,-0.29977951124615476
2200,8.222640107932072,7.636909371480328,6.983848571777344,5.657999038696289,1.1626644838475997,0.7469524203389701
1364,7.665630872612848,7.966509779512723,7.048550128936768,7.052321434020996,0.8295603350457093,0.9556154809592563
823,6.724298831059519,4.444699601713287,5.338619709014893,6.762269973754883,0.28556954486567143,-0.48366038363827535
2043,6.143526129948782,4.482109878820415,6.056778907775879,4.739704132080078,-0.010068840754343,-0.46589532061195804
2324,4.66342528825023,7.210706933048945,0.46,0.57,-0.4019228600957172,0.4957487421309761
895,4.837027675248023,7.761848042517003,7.035349369049072,8.511246681213379,-0.43925368156350064,0.7678900461485947
2024,4.510424753146376,5.848267008397068,7.01613187789917,7.154233455657959,-0.5585244694183213,-0.13241488781264898
2999,5.933654822241603,8.090066214077178,6.569372177124023,5.718240737915039,-0.08319755660361228,1.055606146328154
3070,2.16,4.1,5.599912166595459,5.975313186645508,0.6000000000000001,1.6299999999999994
1234,5.008483164167971,7.598119378559796,6.621193885803223,6.473044395446777,-0.3502338005537089,0.7628537421157038
2705,7.67143840479168,7.635198347554037,6.447079181671143,4.972945690155029,0.8110887496403132,0.7723357605789394
1954,7.2566309047939965,8.250963616369923,7.139204502105713,4.940132141113281,0.5890231205227563,1.2007269144045907
2980,4.456177576301689,4.96795109712024,5.545082092285156,4.834904670715332,-0.4506098191756056,-0.446797094713256
263,7.735355906652821,8.091514896014633,6.374135494232178,7.265188217163086,0.8902497817748909,1.0546830402407075
1690,4.389278776100009,7.411686410536951,2.81,3.17,-0.439790361473233,0.6116838356162964
3176,3.86,2.21,6.780027866363525,6.560206413269043,0.7599999999999998,-0.8199999999999998
315,4.774376289388529,7.568530100097914,0.53,1.02,-0.4162727432042441,0.683750646820326
2600,5.727173457905436,6.775442995152307,6.546335697174072,6.58963680267334,-0.12269293232283651,0.2481769696090943
3034,4.429548386689346,7.454501579945433,0.7,3.0,-0.4366806706226658,0.6440820204666728
3154,7.354125602782436,8.31770981019325,5.927980422973633,6.684179782867432,0.6619034844047507,1.1840299434024777
689,7.785327827879713,8.116303817822034,6.802084445953369,7.016263008117676,0.9088482021778086,1.0666293068662238
2887,5.107592676487497,7.781133628493045,6.994609355926514,6.402972221374512,-0.38154735723442723,0.9111795193011494
2115,8.45823688097778,4.745980904010715,5.790402889251709,6.967462539672852,1.3317973095971656,-0.4460681224785432
1741,4.938101007612459,7.537528696345408,6.609662055969238,6.352445125579834,-0.38745717796493384,0.6588317778578592
2791,4.491336706891902,7.933169892931429,5.692925930023193,5.889073371887207,-0.46376144526874263,0.9042053734306963
1272,7.235202577986116,4.575588544870495,5.3499860763549805,4.925512790679932,0.5508754524367996,-0.44046465489757125
1893,5.863363832771734,5.690164312254228,5.231328010559082,6.818330764770508,-0.17440357750658642,-0.261012331117354
1583,5.020038524850082,7.3245532166574625,0.8,1.49,-0.4276047551792148,0.4644314896677164
1382,7.5945700712695485,8.23022424109473,6.801764488220215,6.357307434082031,0.7916850157275563,1.1460844171811555
907,8.012745438267935,8.447581915143516,5.082322120666504,6.218196868896484,1.0299029928943995,1.2981668989691997
583,6.121700467446524,8.494954602350868,7.031003952026367,6.742156982421875,0.0017072576076566648,1.259140984644569
317,6.229903892152263,5.670768450345758,6.83138370513916,5.92185115814209,0.05538530694718524,-0.3222606672384707
494,4.429548386689346,7.454501579945433,6.202205181121826,6.86323881149292,-0.41982590759165994,0.6275586592606173
3158,2.08,3.17,2.54,2.1,-1.12,-0.1200000000000001
295,4.66342528825023,7.210706933048945,5.861327648162842,5.308510780334473,-0.39863077635548283,0.44081328680871046
1356,8.012745438267935,8.447581915143516,6.193218231201172,6.027377128601074,1.0396566969654444,1.2262035887275005
2714,5.613687299665616,5.945017629704764,5.976183891296387,7.213700294494629,-0.193032003465488,-0.12986058608503104
1623,6.13,4.85,2.41,3.38,3.03,1.5599999999999996
1672,6.349090769895571,5.711541030674148,2.46,2.61,0.09031839669610786,-0.26759400579435777
1634,8.205241388258523,5.422857846281721,6.718986511230469,5.101666927337647,3.5948221148820583,-0.36348668191652145
1597,6.494101349556834,6.249892778261121,5.948002815246582,5.192678928375244,0.1948726813439432,-0.02598898901182789
2820,7.069615383547609,7.472653663335409,6.696937084197998,6.119407653808594,0.46495725671655475,0.9537928463798426
1765,7.276320383146712,4.729576312908365,6.618979454040527,6.75385046005249,0.5533632488998856,-0.4051111107976899
1390,4.965662261287368,7.037480847092734,6.409807205200195,6.214324474334717,-0.4268300330241557,0.6230254332743748
1289,6.350536311425429,7.720861719869331,2.87,2.54,0.060012305535536825,0.8802130687462837
2916,7.938714016629502,5.793933407261769,6.335678577423096,5.505926609039307,0.9502529990208597,-0.20081947664936362
3120,5.370539318697197,4.703255240576165,5.763378143310547,7.133002758026123,-0.317664016111153,-0.48909705434571027
2287,4.318525983676661,5.196992209445714,5.934704303741455,6.191227912902832,-0.4666717511561025,-0.4215619058496962
2960,5.548512306258504,7.353247459344164,2.75,2.67,-0.22152391429203355,0.5069573478024161
913,7.935064036539107,6.946693916317449,6.830931663513184,7.008605480194092,0.965338904550582,0.44914867400787895
2208,5.596621733443965,5.912449689044013,6.692687034606934,5.411351203918457,-0.27241732524133777,-0.2190767811403136
858,5.2389465530272,5.051743116406277,1.78,3.39,-0.3218115608338836,-0.4090775584899635
52,7.979504569188816,7.710265215426131,5.401564598083496,6.73616886138916,1.0479430991570773,0.8452077470118242
1946,8.006175300171117,5.156896631455204,6.613374710083008,6.493013381958008,1.0183971133730214,-0.4307174279930379
1014,5.623059193273667,5.887869665278094,4.825798511505127,5.453915119171143,-0.29325302443873547,0.04555303777565278
1572,5.544485373791191,5.567530026081724,5.818438053131104,6.104310512542725,-0.2811510130801471,-0.29150212800152797
2295,2.29,0.02,7.033669948577881,4.926819324493408,-0.31000000000000005,-2.26
2173,4.04,2.15,2.86,2.97,1.33,0.08999999999999986
2932,7.005617131542111,7.458316553338744,6.016595840454102,7.083238124847412,0.43141840870275505,0.6806127912843003
3261,7.405337927413302,6.811268412611578,7.16912317276001,6.751635074615479,0.6712886071923547,0.25623949720630446
2141,8.02230155703615,6.35132725796972,6.310323238372803,5.756010055541992,1.0899409079272626,0.06837399564061819
598,4.916195695629144,8.034575002857268,5.20482063293457,5.001850605010986,-0.42146223283765316,0.9590082342110282
2378,3.62,3.48,5.90326452255249,6.688940525054932,1.3000000000000003,1.35
1867,4.525626580304412,7.92211182277876,5.524410247802734,5.995600700378418,-0.44191988270828375,0.9099086062260255
3621,7.884175891263672,6.346624111959618,2.46,2.86,1.0023904985024403,0.014652466604393233
1045,8.216376523183559,4.360771958876231,5.305416107177734,6.655935764312744,1.1211306850182758,-0.424777681779287
1898,7.476384037502522,6.2449607009600046,6.287994861602783,6.4982757568359375,0.7001718220789384,0.13474551388725065
254,7.334916617192277,5.236674447082557,4.786673069000244,5.306756019592285,0.657694842137345,-0.40596709725948443
923,7.049584560660559,5.373584378867161,5.914798736572266,6.939884662628174,0.45807760265274666,-0.3280910361719025
32,6.143526129948782,4.482109878820415,6.145003795623779,5.502073764801025,-0.07292122341425511,-0.4636122242984815
3237,3.84,3.45,5.342913627624512,6.709728717803955,0.7599999999999998,0.6100000000000003
1861,7.8375187739893715,5.332722186424185,5.943359851837158,5.390405178070068,0.9325543269678871,-0.35665559830481897
139,3.85,1.66,5.220186233520508,6.917233943939209,1.3200000000000003,0.5899999999999999
3245,7.422119544718219,6.794953939112284,6.252766132354736,5.552331924438477,0.6419958340858951,0.24051344076023362
3526,5.762047460969978,4.62176524655831,5.233721733093262,6.983232021331787,-0.1534116950663993,-0.5471814964531649
2352,5.068120083991049,8.59978644515698,6.949224472045898,6.85556697845459,-0.37980548363590394,1.2929755892915011
2902,6.613053153398422,6.294533894261308,1.59,3.07,0.18569166505613666,0.09495847006697211
